change-speed,kilometer,price,shangpai-date,standard,title
0,12.75,12.2,1.0833333333333333,4,奥迪
0,2.21,32.3,3.3333333333333335,5,奥迪
0,3.14,21.98,3.5833333333333335,5,奥迪
0,15.61,19.68,5.083333333333333,5,奥迪
0,1.48,14.38,2.1666666666666665,6,奥迪
0,10.78,17.8,5.333333333333333,5,奥迪
0,10.12,12.98,9.666666666666666,4,奥迪
0,4.02,17.98,8.333333333333334,4,奥迪
0,5.14,11.18,5.583333333333333,4,奥迪
0,6.44,26.0,5.166666666666667,5,奥迪
0,11.47,19.3,4.166666666666667,5,奥迪
0,9.29,27.5,5.083333333333333,5,奥迪
0,7.16,27.58,4.083333333333333,5,奥迪
0,1.46,28.8,0.08333333333333333,6,奥迪
0,8.93,36.8,5.083333333333333,5,奥迪
0,6.96,27.0,7.583333333333333,5,奥迪
0,7.03,25.8,5.166666666666667,5,奥迪
0,9.19,22.8,6.75,5,奥迪
0,10.94,14.38,1.0,4,奥迪
0,2.87,38.28,1.6666666666666665,6,奥迪
0,1.74,25.68,4.333333333333333,5,奥迪
0,5.51,14.68,6.666666666666667,5,奥迪
0,13.54,10.88,9.75,4,奥迪
0,18.31,21.68,1.3333333333333333,4,奥迪
0,5.61,23.5,2.6666666666666665,6,奥迪
0,20.56,24.98,7.333333333333333,5,奥迪
0,2.29,38.0,2.0833333333333335,6,奥迪
0,10.39,17.2,7.666666666666667,4,奥迪
0,11.34,12.5,7.583333333333333,5,奥迪
0,10.79,20.5,6.75,5,奥迪
0,10.79,20.5,6.75,5,奥迪
0,10.72,27.8,4.083333333333333,5,奥迪
0,8.71,27.0,3.0833333333333335,5,奥迪
0,8.76,38.6,6.083333333333333,5,奥迪
0,15.04,40.68,6.666666666666667,5,奥迪
0,7.61,9.9,9.083333333333334,4,奥迪
0,9.93,26.8,5.083333333333333,5,奥迪
0,9.14,9.96,8.083333333333334,4,奥迪
0,6.47,30.0,3.6666666666666665,5,奥迪
0,7.11,12.68,7.166666666666667,5,奥迪
0,6.47,23.18,4.5,5,奥迪
0,3.22,27.19,1.6666666666666665,6,奥迪
0,4.24,12.8,2.0833333333333335,5,奥迪
0,9.91,8.18,1.25,4,奥迪
0,15.02,9.8,1.4166666666666667,4,奥迪
0,7.03,14.8,4.333333333333333,5,奥迪
0,10.37,16.38,8.0,4,奥迪
0,17.46,16.5,5.583333333333333,5,奥迪
0,13.71,22.98,7.0,4,奥迪
